Case_ID,Date_Reported,Region,Country,Pollutant_Type,Total_Concentration_mg_kg,Bioavailable_Concentration_mg_kg,Soil_pH,Soil_Texture,Soil_Organic_Matter_%,CEC_meq_100g,Temperature_C,Humidity_%,Rainfall_mm,Crop_Type,Farming_Practice,Nearby_Industry,Distance_from_Source_km,Years_Since_Contamination,Water_Source_Type,Disease_Type,Disease_Severity,Health_Symptoms,Age_Group_Affected,Gender_Most_Affected,Mitigation_Measure,Case_Resolved,Follow_Up_Required
CASE_100109,6/10/2025,Africa,Nigeria,Arsenic,39.15,1.59,5.75,Clay,4.53,30,14.6,28.3,219.2,Vegetables,Integrated,Agriculture,0.57,28,River,Diabetes,Mild,Numbness,Adults,Both,Phytoremediation,Yes,No
CASE_100110,6/30/2023,North America,Mexico,Chromium,37.78,1.63,7.81,Loamy,2.79,12,8.2,23.2,217.9,Cotton,Integrated,None,0,0,Well,None Detected,None,None,Children,Female,Phytoremediation,No,Yes
CASE_100111,11/5/2023,Europe,Czech Republic,Mercury,15.64,0.33,6.29,Silty,5.75,16,21.5,32.5,1191.2,Vegetables,Integrated,Battery,0.12,3,Borehole,Neurological Disorder,Mild,Tremors,Elderly,Both,Crop Rotation,No,Yes
CASE_100112,5/12/2023,South America,Venezuela,Arsenic,23.57,2.03,6.69,Loamy,3.81,12,12.1,36.5,386.4,Rice,Organic,Agriculture,1.09,2,Well,Cardiovascular Disease,Mild,Numbness,Children,Female,Community Awareness,Yes,Yes
CASE_100113,3/22/2025,Africa,South Africa,Chromium,189.26,9.15,6.64,Loamy,4.63,12,37.6,36.8,568.6,Potato,Integrated,Chemical,0.33,5,River,Skin Disease,Mild,Dermatitis,Children,Female,Community Awareness,No,Yes
CASE_100114,5/22/2023,Africa,Tanzania,Arsenic,80.08,3.45,8,Loamy,5.45,12,10.2,86.7,1446.8,Barley,Organic,Smelting,1.25,29,Well,Skin Disease,Moderate,Weakness,Children,Male,Crop Rotation,No,Yes
CASE_100115,2/11/2023,Asia,South Korea,Arsenic,22.52,1.92,6.02,Silty,3.18,16,33.9,57.2,208,Corn,Organic,Agriculture,1.38,5,Lake,Cancer,Mild,Skin Lesions,Elderly,Male,None,Yes,Yes
CASE_100116,8/3/2023,Asia,South Korea,Mercury,12.42,0.37,6.42,Clay,4.97,30,28.7,81.9,728.2,Corn,Conventional,E-waste,0.19,24,Well,Developmental Disorder,Moderate,Mood Changes,Children,Both,Government Regulation,No,Yes
CASE_100117,7/28/2025,South America,Brazil,Arsenic,136.02,38.98,6.79,Sandy,2.63,4,33.3,82.8,897.5,Barley,Integrated,Mining,1.72,21,River,Cancer,Severe,Hyperpigmentation,Elderly,Female,Government Regulation,No,Yes
CASE_100118,3/7/2025,Asia,Indonesia,Cadmium,28.53,0.77,6.85,Loamy,5.46,12,6.2,81.9,301.3,Soybean,Integrated,Smelting,3.58,11,Irrigation Canal,Kidney Disease,Mild,Breathing Difficulty,Adults,Male,Crop Rotation,No,Yes
CASE_100119,9/17/2025,Australia,New Zealand,Cadmium,3.75,0.51,6.23,Loamy,1.53,12,29.7,93.6,1058.2,Potato,Conventional,Agriculture,2.73,6,Well,Kidney Disease,Mild,Joint Pain,Children,Female,Crop Rotation,Yes,No
CASE_100120,3/3/2023,North America,Mexico,Lead,2138.47,58.78,8.45,Clay,2.64,30,18.9,92.2,541.9,Vegetables,Integrated,E-waste,0.39,20,Rainwater,Neurological Disorder,Severe,Fatigue,Children,Female,Chemical Neutralization,No,Yes
CASE_100121,3/13/2025,North America,USA,Chromium,1397.1,217.57,5.14,Silty,2.85,16,2.4,63.7,545.9,Potato,Permaculture,Tannery,0.34,10,Well,Skin Disease,Moderate,Breathing Difficulty,Adults,Male,Government Regulation,No,Yes
CASE_100122,12/30/2022,Africa,Egypt,Cadmium,12.5,4.3,6.58,Sandy,0.56,4,17.9,56.6,464.5,Vegetables,Organic,Smelting,4.22,7,River,Respiratory Issues,Moderate,Bone Pain,Adults,Male,Government Regulation,No,Yes
CASE_100123,4/21/2024,North America,Canada,Lead,49.89,2.94,6,Clay,3.64,30,14.9,53.9,363.6,Wheat,Permaculture,None,0,0,Irrigation Canal,None Detected,None,None,Children,Both,Phytoremediation,Yes,Yes
CASE_100124,8/6/2025,North America,Mexico,Arsenic,15.41,0.26,8.19,Clay,6.77,30,7.7,26.2,880.5,Rice,Conventional,None,0,0,Rainwater,Cardiovascular Disease,Mild,Numbness,Children,Female,Phytoremediation,Yes,No
CASE_100125,10/16/2023,South America,Colombia,Lead,591.83,38.01,6.85,Silty,3.39,16,20.9,40.6,1184,Vegetables,Permaculture,Smelting,0.82,36,Irrigation Canal,Neurological Disorder,Moderate,Fatigue,Children,Male,Government Regulation,No,Yes
CASE_100126,3/24/2023,Africa,Ghana,Cadmium,0.92,0.08,6.1,Loamy,3.34,12,14.2,36,337.4,Vegetables,Conventional,None,0,0,Well,None Detected,None,None,Children,Female,None,No,Yes
CASE_100127,1/10/2023,South America,Peru,Arsenic,184.1,9.25,6.54,Loamy,4.97,12,35.4,67,331.2,Potato,Organic,Mining,0.46,33,Rainwater,Cardiovascular Disease,Moderate,Nausea,Elderly,Female,Community Awareness,No,Yes
CASE_100128,5/24/2024,South America,Peru,Cadmium,4.29,0.12,6.91,Clay,4.89,30,10,71.4,630.3,Potato,Integrated,Agriculture,1.57,20,Borehole,Cancer,Mild,Joint Pain,Children,Female,None,Yes,No
CASE_100129,5/30/2023,Australia,Australia,Cadmium,5.02,0.13,7.04,Clay,3.86,30,5.5,25.4,771,Vegetables,Organic,Agriculture,2.11,38,Borehole,Kidney Disease,Mild,Joint Pain,Children,Both,Soil Remediation,Yes,Yes
CASE_100130,12/8/2022,Africa,Egypt,Arsenic,60.38,0.87,6.96,Clay,7.16,30,6.6,56,71.9,Barley,Conventional,Smelting,3.87,14,Borehole,Cancer,Mild,Nausea,Children,Female,Crop Rotation,No,Yes
CASE_100131,10/21/2024,North America,Canada,Chromium,62.15,1.03,6.5,Clay,5.71,30,19.6,20.7,526.5,Potato,Integrated,None,0,0,Borehole,None Detected,None,None,Elderly,Both,Phytoremediation,No,Yes
CASE_100132,4/8/2024,Europe,Italy,Cadmium,59.23,7.13,5.89,Silty,1.85,16,4.6,62.6,889.5,Soybean,Permaculture,E-waste,0.12,15,Lake,Respiratory Issues,Severe,Joint Pain,Adults,Both,Chemical Neutralization,No,Yes
CASE_100133,6/11/2024,Asia,Indonesia,Lead,3556.69,373.33,6.62,Silty,1.64,16,7.1,60.6,1432.7,Cotton,Conventional,Battery,0.07,26,Lake,Neurological Disorder,Severe,Abdominal Pain,Elderly,Female,Government Regulation,No,Yes
CASE_100134,8/3/2025,Australia,New Zealand,Arsenic,35.61,1.43,6.84,Silty,5.17,16,40.8,61.1,1280.8,Corn,Conventional,Smelting,3.78,35,Irrigation Canal,Cancer,Mild,Hyperpigmentation,Elderly,Male,Crop Rotation,Yes,Yes
CASE_100135,4/9/2024,Asia,Vietnam,Chromium,894.13,402.95,4.98,Sandy,2.68,4,44,45.3,405.1,Rice,Organic,Tannery,0.64,31,Borehole,Cancer,Severe,Nasal Irritation,Elderly,Both,Soil Remediation,No,Yes
CASE_100136,9/3/2025,Africa,South Africa,Cadmium,5.54,0.11,8.34,Loamy,4.74,12,44.9,93.1,393.7,Corn,Permaculture,Agriculture,0.97,6,River,Cancer,Mild,Protein in Urine,Children,Male,Crop Rotation,No,Yes
CASE_100137,12/21/2024,Asia,Japan,Arsenic,24.57,0.75,5.94,Silty,5.41,16,34.7,51.9,724.6,Barley,Permaculture,Agriculture,2.41,7,River,Diabetes,Mild,Numbness,Elderly,Male,None,Yes,No
CASE_100138,8/21/2023,Australia,New Zealand,Arsenic,35.54,11.51,7.25,Sandy,2.31,4,39.9,87.6,258.8,Soybean,Organic,Agriculture,0.28,12,Irrigation Canal,Diabetes,Moderate,Weakness,Elderly,Both,Phytoremediation,Yes,Yes
CASE_100139,11/13/2023,Australia,Australia,Cadmium,7.33,0.04,7.68,Clay,6.4,30,33.6,88.2,116,Rice,Integrated,Smelting,6.82,9,Rainwater,Cancer,Mild,Breathing Difficulty,Children,Female,Phytoremediation,Yes,No
CASE_100140,1/9/2025,Australia,Australia,Arsenic,61.38,0.92,7.37,Clay,7.22,30,25.6,46.9,1011.5,Cotton,Conventional,Mining,3.79,8,Borehole,Cardiovascular Disease,Mild,Nausea,Adults,Male,Chemical Neutralization,Yes,No
CASE_100141,5/19/2023,North America,Mexico,Mercury,0.13,0,6.17,Silty,5.86,16,23,44.4,973.5,Barley,Organic,None,0,0,River,None Detected,None,None,Adults,Male,Community Awareness,No,Yes
CASE_100142,2/21/2023,South America,Venezuela,Lead,2059.45,822.78,5.88,Sandy,0.68,4,25.8,45.3,1028.9,Soybean,Organic,Battery,0.06,37,Well,Developmental Disorder,Severe,Headache,Children,Both,Soil Remediation,No,Yes
CASE_100143,8/31/2023,Asia,Indonesia,Mercury,30.22,4.31,5.22,Clay,2.22,30,31.6,55.6,1696.1,Vegetables,Permaculture,Chemical,0.26,4,Irrigation Canal,Kidney Disease,Severe,Coordination Problems,Children,Both,Soil Remediation,No,Yes
CASE_100144,11/15/2024,Africa,Tanzania,Lead,545.67,187.65,6.44,Sandy,0.78,4,7.3,59.8,1423.9,Wheat,Conventional,Mining,1.18,14,Well,Developmental Disorder,Severe,Headache,Elderly,Female,Chemical Neutralization,No,Yes
CASE_100145,12/1/2022,Europe,Romania,Cadmium,84.83,3.03,6.23,Clay,4.73,30,17.1,70,339.7,Vegetables,Conventional,Battery,0.19,25,Borehole,Bone Disease,Moderate,Breathing Difficulty,Elderly,Male,Chemical Neutralization,No,Yes
CASE_100146,10/28/2024,Europe,UK,Arsenic,9.62,4.17,6.81,Sandy,0.57,4,24.7,35.1,873.4,Barley,Permaculture,None,0,0,Irrigation Canal,Cancer,Mild,Weakness,Adults,Female,Chemical Neutralization,No,Yes
CASE_100147,6/4/2023,Australia,Australia,Lead,835.59,94.27,7.07,Sandy,2.86,4,24.9,66.3,1342.7,Wheat,Conventional,Mining,0.71,27,Rainwater,Neurological Disorder,Moderate,Fatigue,Adults,Both,Soil Remediation,No,Yes
CASE_100148,3/13/2024,Europe,UK,Arsenic,26.25,1.88,7.57,Loamy,4.46,12,22.8,28,857.8,Soybean,Integrated,Agriculture,1.21,4,Irrigation Canal,Cardiovascular Disease,Mild,Hyperpigmentation,Elderly,Female,Chemical Neutralization,Yes,No
CASE_100149,8/5/2023,Africa,Nigeria,Mercury,11.6,0.16,7.81,Loamy,5.45,12,18.1,70.1,1269.4,Barley,Conventional,E-waste,0.23,38,Lake,Developmental Disorder,Mild,Mood Changes,Elderly,Both,Phytoremediation,No,Yes
CASE_100150,7/19/2023,Europe,Italy,Lead,2712.57,179.77,6.6,Clay,2.72,30,0.2,44.3,566.5,Soybean,Integrated,Battery,0.18,35,Borehole,Developmental Disorder,Severe,Headache,Children,Both,Chemical Neutralization,No,Yes
CASE_100151,5/18/2024,South America,Colombia,Lead,181.08,20.14,5.56,Silty,2.52,16,29.1,70.1,819.5,Potato,Conventional,Mining,4.84,16,Rainwater,Neurological Disorder,Mild,Memory Loss,Elderly,Both,None,Yes,Yes
CASE_100152,7/10/2024,North America,Mexico,Cadmium,5.33,1.64,6.21,Sandy,1.7,4,11.9,48.5,598.8,Soybean,Permaculture,Agriculture,0.31,3,River,Respiratory Issues,Mild,Fatigue,Adults,Male,Chemical Neutralization,Yes,No
CASE_100153,2/2/2024,Australia,Australia,Cadmium,55.64,1.18,5.98,Silty,5.8,16,12.8,20.6,1077,Potato,Integrated,Battery,0.11,16,Lake,Cancer,Mild,Protein in Urine,Adults,Male,None,No,Yes
CASE_100154,8/4/2024,Europe,Spain,Chromium,1070.24,44.66,5.45,Loamy,5.7,12,3.5,56.4,456.8,Rice,Integrated,Tannery,0.38,3,River,Cancer,Mild,Breathing Difficulty,Elderly,Male,Chemical Neutralization,No,Yes
CASE_100155,12/9/2024,North America,Mexico,Chromium,52.35,0.74,5.61,Clay,6.82,30,10.9,65.8,916.2,Potato,Integrated,None,0,0,Rainwater,None Detected,None,None,Elderly,Female,Government Regulation,No,Yes
CASE_100156,1/13/2025,Australia,New Zealand,Lead,298.93,3.91,5.98,Clay,6.09,30,26,73.2,73.1,Rice,Conventional,Smelting,2.11,35,Well,Neurological Disorder,Mild,Headache,Elderly,Female,Chemical Neutralization,Yes,Yes
CASE_100157,11/30/2022,Asia,Bangladesh,Mercury,16.23,2.02,7.56,Sandy,2.08,4,29.1,81.4,1774.2,Barley,Permaculture,E-waste,0.31,24,Well,Developmental Disorder,Severe,Mood Changes,Children,Male,Soil Remediation,No,Yes
CASE_100158,12/6/2022,Australia,New Zealand,Mercury,10.47,5.01,4.96,Sandy,2.45,4,37.9,51.8,403.9,Vegetables,Organic,E-waste,0.21,19,Well,Developmental Disorder,Severe,Memory Loss,Elderly,Male,Soil Remediation,No,Yes
CASE_100159,9/15/2025,Africa,Tanzania,Cadmium,100.23,16.66,7.22,Sandy,0.92,4,39.5,36.3,66.5,Barley,Organic,Battery,0.12,26,Borehole,Respiratory Issues,Severe,Fatigue,Children,Both,Government Regulation,No,Yes
CASE_100160,12/3/2022,Asia,Vietnam,Lead,2648,97.11,5.05,Clay,5.57,30,44.5,30.2,1405.5,Rice,Organic,Battery,0.14,36,Well,Developmental Disorder,Severe,Abdominal Pain,Children,Both,Soil Remediation,No,Yes
CASE_100161,8/26/2023,Asia,Bangladesh,Cadmium,34.95,0.49,5.65,Clay,7.95,30,9.2,74.3,1177.9,Rice,Conventional,Smelting,0.55,37,Borehole,Kidney Disease,Mild,Bone Pain,Adults,Female,Soil Remediation,Yes,Yes
CASE_100162,5/2/2025,Asia,Japan,Arsenic,60.31,3.72,5.62,Clay,3.36,30,7.8,58.9,181.8,Potato,Permaculture,Smelting,2.69,16,Borehole,Skin Disease,Moderate,Nausea,Children,Both,Phytoremediation,Yes,Yes
CASE_100163,8/8/2024,North America,USA,Chromium,34.02,1.42,5.59,Silty,5.1,16,18.9,86,850.9,Vegetables,Integrated,None,0,0,Well,None Detected,None,None,Elderly,Female,Government Regulation,No,Yes
CASE_100164,1/7/2025,Africa,Ghana,Cadmium,0.75,0.08,4.21,Clay,4,30,44.8,69.6,969.3,Vegetables,Conventional,None,0,0,Irrigation Canal,Kidney Disease,Mild,Fatigue,Adults,Female,Chemical Neutralization,No,Yes
CASE_100165,5/14/2023,Australia,New Zealand,Chromium,912.45,348.07,5.46,Sandy,2.89,4,32.6,35.1,326.1,Barley,Integrated,Tannery,0.4,7,Borehole,Respiratory Issues,Severe,Skin Ulcers,Children,Male,Chemical Neutralization,No,Yes
CASE_100166,9/16/2023,South America,Colombia,Lead,1467.93,161.26,7.29,Sandy,2.82,4,21,31.4,1192.5,Potato,Conventional,E-waste,0.34,7,Irrigation Canal,Anemia,Moderate,Cognitive Impairment,Adults,Male,Phytoremediation,No,Yes
CASE_100167,1/24/2025,Asia,Indonesia,Chromium,52.4,1.18,6.81,Loamy,5.67,12,38.7,59.1,1266,Corn,Permaculture,None,0,0,River,None Detected,None,None,Children,Female,Government Regulation,No,Yes
CASE_100168,4/26/2023,Asia,Pakistan,Arsenic,221.84,27.27,6.07,Silty,1.66,16,15.5,47,220.9,Wheat,Integrated,Chemical,0.97,27,Lake,Diabetes,Severe,Nausea,Children,Both,Soil Remediation,No,Yes
CASE_100169,10/3/2024,Asia,Pakistan,Chromium,1203.22,94.51,5.91,Silty,3.51,16,25.6,89,1019.1,Potato,Permaculture,Tannery,0.65,26,Borehole,Respiratory Issues,Moderate,Breathing Difficulty,Adults,Female,Community Awareness,No,Yes
CASE_100170,9/24/2025,North America,Canada,Cadmium,20.08,0.65,6.74,Silty,5.06,16,2.8,50.2,373.5,Barley,Organic,Smelting,3.42,26,Lake,Respiratory Issues,Mild,Protein in Urine,Adults,Female,Soil Remediation,Yes,Yes
CASE_100171,10/8/2023,Australia,New Zealand,Mercury,0.15,0.01,6.52,Loamy,4.63,12,44,68.1,495.3,Wheat,Permaculture,None,0,0,Borehole,None Detected,None,None,Children,Male,Phytoremediation,Yes,No
CASE_100172,6/28/2024,Asia,Thailand,Chromium,65.89,1.27,6.17,Clay,5.64,30,12,57.7,827.4,Vegetables,Permaculture,None,0,0,Irrigation Canal,Kidney Disease,Mild,Rash,Children,Both,Crop Rotation,Yes,Yes
CASE_100173,1/8/2023,Australia,New Zealand,Arsenic,44.34,16.82,6.01,Sandy,0.84,4,27,92.4,265.2,Vegetables,Integrated,Smelting,5.53,40,Rainwater,Skin Disease,Severe,Skin Lesions,Children,Female,Soil Remediation,No,Yes
CASE_100174,12/6/2023,Australia,Australia,Chromium,205.35,7.26,4.53,Clay,5.72,30,11.1,24.6,1236.9,Corn,Integrated,Chemical,1.58,26,Well,Skin Disease,Mild,Breathing Difficulty,Adults,Female,Soil Remediation,Yes,Yes
CASE_100175,12/17/2023,Africa,South Africa,Arsenic,189.26,10.87,5.23,Clay,3.44,30,9.9,42.7,421.3,Barley,Permaculture,Chemical,1.02,14,Lake,Cardiovascular Disease,Moderate,Skin Lesions,Children,Both,Soil Remediation,Yes,Yes
CASE_100176,8/31/2023,Australia,Australia,Cadmium,7.53,0.68,6.64,Loamy,2.88,12,26.1,52,456.9,Potato,Permaculture,Agriculture,0.97,11,Rainwater,Cancer,Mild,Bone Pain,Children,Male,Crop Rotation,No,Yes
CASE_100177,11/1/2024,Asia,Bangladesh,Mercury,21.4,1.46,5.32,Clay,4.48,30,34.3,77.7,71.5,Soybean,Organic,Chemical,1.86,28,Lake,Neurological Disorder,Moderate,Vision Problems,Adults,Male,Community Awareness,No,Yes
CASE_100178,11/30/2024,Africa,South Africa,Arsenic,23.03,1.49,5.65,Silty,3.91,16,5.5,38.1,585.8,Potato,Permaculture,Smelting,6.06,8,Irrigation Canal,Skin Disease,Mild,Numbness,Adults,Female,None,No,Yes
CASE_100179,9/15/2023,Australia,New Zealand,Cadmium,0.97,0.23,6.59,Sandy,2.5,4,24.5,28.2,957.6,Soybean,Integrated,None,0,0,Well,None Detected,None,None,Children,Male,Community Awareness,No,Yes
CASE_100180,8/1/2025,North America,Mexico,Lead,342.41,4.35,6.1,Clay,6.42,30,13.2,49.6,659.4,Barley,Organic,Mining,3.71,25,Irrigation Canal,Anemia,Mild,Fatigue,Children,Male,Phytoremediation,No,Yes
CASE_100181,8/24/2024,Africa,Nigeria,Chromium,196.62,7.23,6.33,Clay,4.63,30,38.6,22.9,1382.1,Barley,Permaculture,Chemical,0.56,13,Borehole,Cancer,Mild,Nasal Irritation,Adults,Female,Chemical Neutralization,Yes,Yes
CASE_100182,8/25/2025,Africa,Nigeria,Chromium,1138.73,118.21,6.54,Silty,1.8,16,11,75.3,312.2,Barley,Conventional,Tannery,0.64,35,Irrigation Canal,Kidney Disease,Moderate,Rash,Children,Female,Community Awareness,No,Yes
CASE_100183,7/21/2024,Australia,New Zealand,Mercury,15.36,5.58,6.38,Sandy,0.53,4,34.5,46.5,185,Soybean,Integrated,E-waste,0.54,28,Well,Kidney Disease,Severe,Tremors,Children,Female,Soil Remediation,No,Yes
CASE_100184,3/29/2024,Europe,Spain,Cadmium,0.39,0,7.58,Clay,5.97,30,6.1,27.4,860.3,Corn,Organic,None,0,0,River,None Detected,None,None,Children,Both,Phytoremediation,Yes,No
CASE_100185,1/29/2024,Africa,Ghana,Lead,364.61,192.72,5.44,Sandy,1.45,4,9.9,66.1,467,Vegetables,Conventional,Smelting,1.41,33,Borehole,Kidney Disease,Severe,Fatigue,Elderly,Male,Soil Remediation,No,Yes
CASE_100186,10/25/2023,Europe,Romania,Chromium,215.03,12.16,6.24,Silty,4.21,16,26.2,80.9,856.5,Vegetables,Permaculture,Chemical,1.22,37,Rainwater,Skin Disease,Mild,Nasal Irritation,Children,Both,Crop Rotation,No,Yes
CASE_100187,5/18/2024,North America,Canada,Chromium,1329.56,814.65,4.66,Sandy,1.6,4,33,38.1,321.5,Potato,Conventional,Tannery,0.29,1,River,Respiratory Issues,Moderate,Nasal Irritation,Adults,Male,Government Regulation,No,Yes
CASE_100188,4/29/2023,Africa,Tanzania,Chromium,1652.08,66.38,6.15,Loamy,5.17,12,38.9,88.9,158.8,Rice,Conventional,Tannery,0.04,36,Well,Cancer,Moderate,Skin Ulcers,Elderly,Male,Chemical Neutralization,No,Yes
CASE_100189,12/15/2024,Asia,Vietnam,Lead,460.3,39.25,6.86,Silty,2.3,16,44.4,90.3,134.2,Cotton,Conventional,Smelting,1.57,9,Borehole,Neurological Disorder,Moderate,Abdominal Pain,Children,Both,Crop Rotation,No,Yes
CASE_100190,10/30/2025,Asia,Vietnam,Cadmium,5.38,0.39,5.55,Clay,3.28,30,38.6,75,1107.4,Wheat,Conventional,Agriculture,1.99,15,River,Kidney Disease,Mild,Bone Pain,Adults,Both,Chemical Neutralization,No,Yes
CASE_100191,10/28/2023,Asia,South Korea,Cadmium,0.67,0.03,6.44,Clay,3.79,30,32.6,85.5,1290.8,Barley,Conventional,None,0,0,River,None Detected,None,None,Adults,Male,Soil Remediation,No,Yes
CASE_100192,5/27/2023,Africa,Kenya,Lead,2956.55,639.87,4.52,Loamy,2.61,12,44.7,27.4,781.8,Rice,Organic,Battery,0.32,9,Borehole,Kidney Disease,Severe,Fatigue,Children,Female,Government Regulation,No,Yes
CASE_100193,5/30/2025,Europe,Poland,Lead,39.99,2.99,5.98,Loamy,4,12,21.6,34.1,555.4,Vegetables,Integrated,None,0,0,Rainwater,None Detected,None,None,Children,Female,Crop Rotation,No,Yes
CASE_100194,1/30/2023,Europe,Italy,Cadmium,6.55,0.7,6.51,Silty,1.66,16,7.1,91.9,567.9,Soybean,Permaculture,Agriculture,1.84,2,Lake,Kidney Disease,Mild,Bone Pain,Elderly,Female,Government Regulation,Yes,Yes
CASE_100195,5/31/2024,Australia,Australia,Cadmium,67.57,0.76,7.93,Silty,5.49,16,20.7,50.9,1134.7,Vegetables,Integrated,E-waste,0.17,1,Irrigation Canal,Bone Disease,Mild,Protein in Urine,Elderly,Male,Soil Remediation,Yes,Yes
CASE_100196,1/10/2025,Europe,Germany,Chromium,57.18,5.01,6.14,Clay,2.02,30,12.4,79.6,293,Cotton,Permaculture,None,0,0,Rainwater,None Detected,None,None,Elderly,Both,Community Awareness,No,Yes
CASE_100197,6/13/2023,Africa,Nigeria,Chromium,1392.41,85.18,6.73,Loamy,4.02,12,32.1,80.4,623.8,Vegetables,Conventional,Tannery,0.08,33,Lake,Cancer,Moderate,Dermatitis,Elderly,Male,Chemical Neutralization,Yes,Yes
CASE_100198,12/12/2024,Asia,Thailand,Cadmium,4.7,0.4,6.2,Silty,3,16,33.3,79.1,1058.7,Wheat,Conventional,Agriculture,3.26,4,Borehole,Kidney Disease,Mild,Bone Pain,Children,Female,Phytoremediation,No,Yes
CASE_100199,5/1/2023,Africa,Kenya,Cadmium,8.87,2.62,6.12,Sandy,2,4,44.9,90,1071.1,Vegetables,Integrated,Agriculture,0.6,18,Irrigation Canal,Respiratory Issues,Moderate,Joint Pain,Children,Both,Soil Remediation,No,Yes
CASE_100200,11/13/2025,South America,Chile,Arsenic,148.82,15.02,6.78,Loamy,3.34,12,20.4,62.9,787.8,Corn,Integrated,Mining,1.3,37,Well,Skin Disease,Moderate,Hyperpigmentation,Elderly,Both,Community Awareness,No,Yes
CASE_100201,2/2/2024,Asia,China,Cadmium,29.87,2.56,6.34,Silty,2.84,16,15.4,52.2,1751.8,Corn,Organic,Smelting,3.55,31,Well,Cancer,Moderate,Bone Pain,Elderly,Female,Chemical Neutralization,No,Yes
CASE_100202,4/19/2024,Africa,Tanzania,Cadmium,29.58,10.27,5.67,Sandy,1.71,4,8.2,74.6,895.8,Rice,Organic,Mining,0.35,24,River,Kidney Disease,Severe,Protein in Urine,Elderly,Male,Chemical Neutralization,No,Yes
CASE_100203,7/4/2024,Africa,South Africa,Arsenic,59.41,15.03,5.2,Sandy,2.38,4,43.3,25.2,368.5,Cotton,Organic,Mining,4.52,30,Rainwater,Diabetes,Moderate,Hyperpigmentation,Adults,Both,Community Awareness,No,Yes
CASE_100204,2/15/2023,Europe,Germany,Cadmium,0.45,0.13,6.77,Sandy,1.21,4,8.6,88,449.5,Potato,Conventional,None,0,0,Lake,Cancer,Mild,Breathing Difficulty,Children,Male,Chemical Neutralization,Yes,No
CASE_100205,6/18/2025,Asia,Pakistan,Cadmium,3.21,1.22,6.18,Sandy,0.58,4,41.3,30.4,1088.2,Vegetables,Integrated,Agriculture,2.5,6,Rainwater,Kidney Disease,Mild,Joint Pain,Elderly,Male,Community Awareness,Yes,No
CASE_100206,6/19/2025,South America,Colombia,Arsenic,173.66,10.45,5.92,Loamy,4.49,12,27.4,90.3,252.3,Cotton,Integrated,Mining,0.96,9,Rainwater,Cardiovascular Disease,Moderate,Numbness,Elderly,Female,Phytoremediation,Yes,Yes
CASE_100207,9/19/2024,Europe,France,Cadmium,8.25,1.35,7.21,Sandy,1,4,16.2,92.9,808.5,Wheat,Organic,Agriculture,0.45,38,Rainwater,Respiratory Issues,Mild,Protein in Urine,Adults,Male,Community Awareness,No,Yes
CASE_100208,6/28/2024,North America,Canada,Mercury,25.24,13.97,4.85,Sandy,1.9,4,4,84.5,922.8,Cotton,Conventional,Chemical,0.41,8,River,Kidney Disease,Severe,Memory Loss,Elderly,Male,Government Regulation,No,Yes
CASE_100209,2/5/2025,Africa,Egypt,Lead,2415.9,437.76,5.13,Silty,2.25,16,39,70.2,854.8,Vegetables,Permaculture,E-waste,0.33,20,River,Kidney Disease,Severe,Headache,Adults,Female,Soil Remediation,No,Yes
CASE_100210,10/5/2025,Asia,China,Lead,718.51,98.34,6.02,Loamy,1.73,12,13.1,39.4,371.2,Vegetables,Integrated,Mining,1.57,15,Borehole,Neurological Disorder,Moderate,Memory Loss,Adults,Both,Phytoremediation,Yes,Yes
CASE_100211,2/6/2023,Asia,Bangladesh,Cadmium,0.82,0.02,7.57,Clay,3.98,30,25.8,35.4,1761.8,Wheat,Integrated,None,0,0,Well,Kidney Disease,Mild,Bone Pain,Children,Both,Government Regulation,No,Yes
CASE_100212,2/1/2023,Asia,Vietnam,Cadmium,5.38,0.16,7.08,Silty,3.92,16,9.2,69.3,1653.1,Corn,Integrated,Agriculture,1.96,12,Lake,Bone Disease,Mild,Fatigue,Adults,Both,Community Awareness,Yes,No
CASE_100213,11/14/2023,North America,Mexico,Arsenic,290.79,9.17,4.35,Silty,5.07,16,22.2,79.8,596,Corn,Permaculture,Chemical,0.73,6,Well,Cancer,Moderate,Nausea,Elderly,Male,Government Regulation,No,Yes
CASE_100214,11/30/2022,North America,Mexico,Arsenic,38.54,1.22,5.92,Silty,5.36,16,9.7,93.8,340.7,Cotton,Organic,Agriculture,1.03,23,Well,Cancer,Mild,Skin Lesions,Adults,Female,Soil Remediation,No,Yes
CASE_100215,11/23/2023,Africa,Tanzania,Cadmium,3.13,0.18,6.62,Loamy,4.27,12,40.3,80.3,906.2,Soybean,Integrated,Agriculture,2.69,15,Irrigation Canal,Kidney Disease,Mild,Bone Pain,Elderly,Both,None,No,Yes
CASE_100216,2/25/2024,Europe,France,Arsenic,65.58,1.81,5.54,Silty,5.47,16,5.7,20.9,759.8,Rice,Integrated,Smelting,2.58,21,Irrigation Canal,Cancer,Mild,Nausea,Elderly,Male,None,No,Yes
CASE_100217,11/20/2024,Europe,Czech Republic,Cadmium,19.63,0.84,6.79,Loamy,4.79,12,30,81.4,740.8,Soybean,Conventional,Mining,2.2,4,Irrigation Canal,Kidney Disease,Mild,Breathing Difficulty,Adults,Both,Chemical Neutralization,Yes,No
